"Release_Week","Region","Week","Sites_Reporting","ILI_0_4_years","ILI_5_24_years","ILI_25_49_years","ILI_50_64_years","ILI_65_plus_years","Total_ILI","Total_Patient_Visits","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1419","National",201351,2005,6538,8406,6520,2269,934,24667,808657,3.05,3.18
"1419","National",201352,1997,7723,7406,7447,2841,1297,26714,607517,4.4,4.6
"1419","National",201401,2026,7493,6727,9141,3550,1762,28673,675617,4.24,4.3
"1419","National",201402,2051,6184,7831,8800,3555,1631,28001,805052,3.48,3.57
"1419","National",201403,2043,6077,9572,8095,3154,1605,28503,852602,3.34,3.37
"1419","National",201404,2054,5831,8796,6790,2603,1326,25346,779434,3.25,3.4
"1419","National",201405,2039,5110,8599,5992,2391,1194,23286,808732,2.88,3.11
"1419","National",201406,2047,4709,7644,5273,2246,1123,20995,804954,2.61,2.81
"1419","National",201407,2008,4183,6605,4446,1822,969,18025,770854,2.34,2.46
"1419","National",201408,2009,4218,6016,4277,1677,868,17056,803333,2.12,2.26
"1419","National",201409,1964,3932,5762,3679,1495,885,15753,824809,1.91,2.06
"1419","National",201410,1921,3744,5453,3439,1423,787,14846,778461,1.91,1.97
"1419","National",201411,1876,3557,4904,3157,1345,805,13768,783882,1.76,1.8
"1419","National",201412,1877,3725,5447,3196,1383,794,14545,786470,1.85,1.78
"1419","National",201413,1829,3467,5698,3205,1272,759,14401,783890,1.84,1.76
"1419","National",201414,1800,3511,5509,3098,1384,782,14284,775917,1.84,1.74
"1419","National",201415,1761,3488,5400,2889,1268,762,13807,784662,1.76,1.66
"1419","National",201416,1706,3019,4075,2413,1047,690,11244,737416,1.52,1.48
"1419","National",201417,1630,2681,3517,2389,976,632,10195,719811,1.42,1.43
"1419","National",201418,1526,2334,3253,1938,814,487,8826,685260,1.29,1.26
"1419","National",201419,1297,2218,2925,1743,687,414,7987,588923,1.36,1.27
"1419","Region 1",201340,176,117,168,44,19,20,368,59819,0.62,0.62
"1419","Region 1",201341,179,126,194,39,15,16,390,60618,0.64,0.65
"1419","Region 1",201342,179,138,206,38,17,22,421,57316,0.73,0.74
"1419","Region 1",201343,171,164,163,33,18,13,391,56884,0.69,0.8
"1419","Region 1",201344,167,142,210,27,12,12,403,55747,0.72,0.91
"1419","Region 1",201345,166,128,210,44,27,25,434,55998,0.78,0.96
"1419","Region 1",201346,171,165,162,70,30,13,440,55413,0.79,0.85
"1419","Region 1",201347,159,145,153,42,28,17,385,54240,0.71,0.69
"1419","Region 1",201348,164,163,87,49,21,15,335,35911,0.93,0.92
"1419","Region 1",201349,162,153,161,65,29,32,440,53511,0.82,0.83
"1419","Region 1",201350,155,199,194,68,30,18,509,49366,1.03,1.07
"1419","Region 1",201351,158,221,167,83,30,26,527,46193,1.14,1.17
"1419","Region 1",201352,163,211,154,89,33,26,513,29548,1.74,1.59
"1419","Region 1",201401,157,214,118,111,36,30,509,29176,1.74,1.61
"1419","Region 1",201402,161,199,228,165,66,31,689,48437,1.42,1.39
"1419","Region 1",201403,157,260,313,185,69,34,861,49402,1.74,1.67
"1419","Region 1",201404,160,244,394,160,59,32,889,47355,1.88,1.88
"1419","Region 1",201405,162,249,501,155,62,32,999,54928,1.82,2.04
"1419","Region 1",201406,161,253,523,149,59,42,1026,49311,2.08,2.24
"1419","Region 1",201407,164,214,444,137,47,24,866,51442,1.68,1.76
"1419","Region 1",201408,162,188,298,140,56,18,700,45400,1.54,1.79
"1419","Region 1",201409,151,186,279,102,61,32,660,50765,1.3,1.55
"1419","Region 1",201410,144,157,314,81,39,29,620,48191,1.29,1.54
"1419","Region 1",201411,149,183,200,90,33,21,527,42509,1.24,1.44
"1419","Region 1",201412,144,189,293,94,44,28,648,46619,1.39,1.71
"1419","Region 1",201413,137,161,287,91,52,43,634,47892,1.32,1.65
"1419","Region 1",201414,145,178,403,113,66,38,798,49725,1.6,1.89
"1419","Region 1",201415,149,195,510,129,65,55,954,50503,1.89,2.06
"1419","Region 1",201416,138,148,413,110,57,46,774,46030,1.68,1.88
"1419","Region 1",201417,134,130,263,93,54,37,577,38667,1.49,1.8
"1419","Region 1",201418,122,118,205,68,46,26,463,42476,1.09,1.36
"1419","Region 1",201419,106,93,182,63,37,20,395,37197,1.06,1.43
"1419","Region 2",201340,290,639,655,327,122,76,1819,128217,1.42,1.62
"1419","Region 2",201341,297,642,547,281,127,68,1665,125221,1.33,1.67
"1419","Region 2",201342,307,769,556,255,125,64,1769,123588,1.43,1.94
"1419","Region 2",201343,307,854,642,350,126,60,2032,128083,1.59,1.68
"1419","Region 2",201344,310,897,696,308,136,62,2099,125400,1.67,2
"1419","Region 2",201345,313,1009,664,305,108,49,2135,123401,1.73,1.76
"1419","Region 2",201346,310,1045,670,245,112,67,2139,123281,1.74,1.51
"1419","Region 2",201347,309,1129,667,308,109,69,2282,120867,1.89,1.83
"1419","Region 2",201348,261,1216,610,292,96,62,2276,101138,2.25,2.03
"1419","Region 2",201349,265,1398,900,440,157,83,2978,129729,2.3,2.02
"1419","Region 2",201350,258,1284,879,333,135,64,2695,116051,2.32,1.78
"1419","Region 2",201351,247,1353,1003,511,149,72,3088,117606,2.63,2.23
"1419","Region 2",201352,249,1482,978,657,231,86,3434,101968,3.37,2.93
"1419","Region 2",201401,250,1250,835,850,296,125,3356,95902,3.5,3.34
"1419","Region 2",201402,251,1025,981,922,337,151,3416,119648,2.86,2.75
"1419","Region 2",201403,252,1056,1394,921,339,152,3862,123757,3.12,3.08
"1419","Region 2",201404,255,987,1129,801,273,132,3322,109617,3.03,2.96
"1419","Region 2",201405,257,857,1342,716,277,101,3293,116883,2.82,3.3
"1419","Region 2",201406,261,883,1317,691,288,107,3286,117054,2.81,3.44
"1419","Region 2",201407,257,747,1104,596,254,90,2791,109796,2.54,3.13
"1419","Region 2",201408,261,817,889,596,246,108,2656,117149,2.27,2.39
"1419","Region 2",201409,259,726,829,557,233,99,2444,120738,2.02,2.3
"1419","Region 2",201410,249,766,1118,567,247,97,2795,118389,2.36,2.34
"1419","Region 2",201411,237,809,1405,668,308,157,3347,126054,2.66,2.46
"1419","Region 2",201412,242,1077,1816,823,372,187,4275,126701,3.37,2.94
"1419","Region 2",201413,242,1109,2169,944,396,189,4807,132920,3.62,3.44
"1419","Region 2",201414,234,1099,1890,970,447,205,4611,129891,3.55,3.4
"1419","Region 2",201415,224,1090,1738,830,357,184,4199,127343,3.3,3.37
"1419","Region 2",201416,221,926,964,582,262,182,2916,112221,2.6,2.74
"1419","Region 2",201417,227,773,731,531,230,121,2386,118323,2.02,2.29
"1419","Region 2",201418,217,610,668,423,174,106,1981,114153,1.74,1.99
"1419","Region 2",201419,176,676,699,402,163,86,2026,113443,1.79,2.18
"1419","Region 3",201340,238,403,467,296,75,55,1296,120136,1.08,0.93
"1419","Region 3",201341,223,388,503,295,72,46,1304,112641,1.16,1.06
"1419","Region 3",201342,239,425,506,333,94,62,1420,116700,1.22,1.04
"1419","Region 3",201343,237,479,555,363,97,72,1566,118250,1.32,1.13
"1419","Region 3",201344,240,442,567,368,119,64,1560,117451,1.33,1.1
"1419","Region 3",201345,237,504,502,393,114,67,1580,118970,1.33,1.12
"1419","Region 3",201346,243,511,562,415,124,72,1684,117363,1.43,1.26
"1419","Region 3",201347,238,509,598,410,131,73,1721,117798,1.46,1.18
"1419","Region 3",201348,236,512,534,358,134,62,1600,90993,1.76,1.51
"1419","Region 3",201349,241,575,662,583,186,91,2097,119086,1.76,1.52
"1419","Region 3",201350,244,577,650,529,158,82,1996,106189,1.88,1.6
"1419","Region 3",201351,236,731,827,668,242,92,2560,108961,2.35,2.24
"1419","Region 3",201352,233,964,859,955,313,165,3256,98717,3.3,3.31
"1419","Region 3",201401,240,895,866,1449,529,243,3982,106493,3.74,3.6
"1419","Region 3",201402,241,674,1037,1736,582,250,4279,114800,3.73,3.21
"1419","Region 3",201403,239,759,1504,1751,680,219,4913,118002,4.16,3.36
"1419","Region 3",201404,243,713,1234,1646,530,242,4365,106042,4.12,3.48
"1419","Region 3",201405,240,637,1057,1366,503,206,3769,111698,3.37,3.03
"1419","Region 3",201406,237,459,957,1259,462,177,3314,109743,3.02,2.8
"1419","Region 3",201407,239,441,904,1047,393,152,2937,104823,2.8,2.39
"1419","Region 3",201408,239,448,894,1005,361,142,2850,119482,2.39,2.05
"1419","Region 3",201409,231,423,864,836,264,132,2519,114121,2.21,1.98
"1419","Region 3",201410,237,402,757,699,256,119,2233,110685,2.02,1.78
"1419","Region 3",201411,226,380,641,610,219,104,1954,116771,1.67,1.62
"1419","Region 3",201412,232,399,677,557,244,93,1970,114814,1.72,1.67
"1419","Region 3",201413,213,372,672,539,181,95,1859,105530,1.76,1.8
"1419","Region 3",201414,210,389,752,517,209,95,1962,109332,1.79,1.93
"1419","Region 3",201415,208,364,681,487,198,105,1835,110821,1.66,1.57
"1419","Region 3",201416,205,343,439,382,164,85,1413,106569,1.33,1.22
"1419","Region 3",201417,199,306,407,408,145,84,1350,106483,1.27,1.14
"1419","Region 3",201418,188,232,445,353,154,73,1257,99855,1.26,1.02
"1419","Region 3",201419,164,223,411,286,111,63,1094,93261,1.17,0.85
"1419","Region 4",201340,327,438,668,252,64,44,1466,143919,1.02,0.94
"1419","Region 4",201341,331,484,675,248,99,59,1565,142325,1.1,1
"1419","Region 4",201342,332,512,696,307,131,68,1714,142126,1.21,1.02
"1419","Region 4",201343,325,678,892,368,105,65,2108,145092,1.45,1.23
"1419","Region 4",201344,331,652,965,440,114,50,2221,143780,1.54,1.29
"1419","Region 4",201345,332,822,1126,433,146,64,2591,147393,1.76,1.48
"1419","Region 4",201346,330,813,1059,491,148,84,2595,143019,1.81,1.49
"1419","Region 4",201347,324,799,1251,593,182,107,2932,150149,1.95,1.69
"1419","Region 4",201348,324,894,889,575,183,109,2650,106456,2.49,2.17
"1419","Region 4",201349,328,1071,1671,869,291,147,4049,146163,2.77,2.27
"1419","Region 4",201350,327,1005,1544,797,269,163,3778,134248,2.81,2.38
"1419","Region 4",201351,324,1219,1695,1175,412,135,4636,127174,3.65,3.23
"1419","Region 4",201352,312,1192,1213,1166,495,225,4291,87433,4.91,4.63
"1419","Region 4",201401,331,1245,1146,1469,615,290,4765,112446,4.24,3.89
"1419","Region 4",201402,329,938,1340,1200,525,228,4231,131715,3.21,3.08
"1419","Region 4",201403,336,894,1670,1086,413,231,4294,145079,2.96,2.84
"1419","Region 4",201404,334,861,1441,833,410,187,3732,125187,2.98,2.93
"1419","Region 4",201405,324,642,1371,714,304,167,3198,124088,2.58,2.67
"1419","Region 4",201406,321,617,1180,656,292,145,2890,132335,2.18,2.16
"1419","Region 4",201407,314,471,878,488,215,117,2169,105714,2.05,1.97
"1419","Region 4",201408,316,461,804,431,168,91,1955,126175,1.55,1.53
"1419","Region 4",201409,311,423,784,364,159,111,1841,132245,1.39,1.36
"1419","Region 4",201410,304,401,644,345,147,87,1624,113048,1.44,1.36
"1419","Region 4",201411,295,338,414,263,120,60,1195,114339,1.05,1.15
"1419","Region 4",201412,299,332,501,247,116,72,1268,121716,1.04,1.06
"1419","Region 4",201413,296,313,466,266,91,69,1205,126518,0.95,0.98
"1419","Region 4",201414,290,270,415,203,104,63,1055,117800,0.9,0.88
"1419","Region 4",201415,285,264,378,201,95,62,1000,121497,0.82,0.86
"1419","Region 4",201416,276,276,365,181,80,64,966,118210,0.82,0.84
"1419","Region 4",201417,248,197,377,146,75,46,841,107184,0.78,0.9
"1419","Region 4",201418,235,168,339,140,66,30,743,91787,0.81,0.82
"1419","Region 4",201419,203,142,257,159,48,19,625,81021,0.77,0.84
"1419","Region 5",201340,270,402,435,207,110,76,1230,107587,1.14,0.89
"1419","Region 5",201341,283,480,468,241,99,93,1381,111292,1.24,1.03
"1419","Region 5",201342,280,452,490,227,118,84,1371,110644,1.24,0.97
"1419","Region 5",201343,285,501,556,238,122,91,1508,111656,1.35,1.11
"1419","Region 5",201344,287,546,557,243,129,97,1572,110695,1.42,1.18
"1419","Region 5",201345,278,521,553,259,137,84,1554,108215,1.44,1.18
"1419","Region 5",201346,285,558,509,267,119,96,1549,109476,1.41,1.13
"1419","Region 5",201347,286,536,550,260,120,70,1536,104286,1.47,1.16
"1419","Region 5",201348,283,530,447,269,120,97,1463,75810,1.93,1.6
"1419","Region 5",201349,286,688,619,348,157,115,1927,103293,1.87,1.49
"1419","Region 5",201350,286,676,667,377,152,88,1960,94841,2.07,1.69
"1419","Region 5",201351,286,810,772,539,198,116,2435,98340,2.48,2.09
"1419","Region 5",201352,287,973,789,651,251,131,2795,69472,4.02,3.55
"1419","Region 5",201401,285,949,632,795,367,209,2952,75967,3.89,3.35
"1419","Region 5",201402,304,798,634,728,355,170,2685,88416,3.04,2.73
"1419","Region 5",201403,296,758,829,712,336,190,2825,106050,2.66,2.49
"1419","Region 5",201404,299,715,922,563,262,156,2618,98544,2.66,2.58
"1419","Region 5",201405,300,575,746,517,238,127,2203,98082,2.25,2.19
"1419","Region 5",201406,304,530,771,439,209,104,2053,100989,2.03,2
"1419","Region 5",201407,295,579,702,422,174,114,1991,104035,1.91,1.86
"1419","Region 5",201408,295,596,722,433,201,128,2080,104500,1.99,1.97
"1419","Region 5",201409,295,593,744,389,192,116,2034,108790,1.87,1.78
"1419","Region 5",201410,282,545,599,372,182,96,1794,102892,1.74,1.71
"1419","Region 5",201411,278,567,604,351,174,108,1804,102354,1.76,1.63
"1419","Region 5",201412,276,478,529,370,168,121,1666,101944,1.63,1.59
"1419","Region 5",201413,272,533,560,362,168,96,1719,103084,1.67,1.46
"1419","Region 5",201414,268,535,549,342,181,131,1738,104653,1.66,1.46
"1419","Region 5",201415,262,540,501,329,181,92,1643,106185,1.55,1.26
"1419","Region 5",201416,248,445,439,287,152,99,1422,98672,1.44,1.18
"1419","Region 5",201417,236,479,421,320,135,99,1454,97936,1.48,1.15
"1419","Region 5",201418,223,371,440,275,137,102,1325,91675,1.45,1.19
"1419","Region 5",201419,190,389,357,194,115,75,1130,69739,1.62,1.08
"1419","Region 6",201340,236,585,709,418,120,78,1910,92600,2.06,2.12
"1419","Region 6",201341,247,644,774,469,163,103,2153,97092,2.22,2.24
"1419","Region 6",201342,246,669,728,506,151,81,2135,90860,2.35,2.44
"1419","Region 6",201343,251,716,888,559,161,69,2393,100198,2.39,2.37
"1419","Region 6",201344,249,757,807,505,191,102,2362,94371,2.5,2.51
"1419","Region 6",201345,241,780,987,566,187,84,2604,91242,2.85,2.91
"1419","Region 6",201346,249,884,1112,786,261,109,3152,99068,3.18,3.31
"1419","Region 6",201347,236,867,1258,890,249,89,3353,97614,3.43,3.7
"1419","Region 6",201348,248,896,942,936,286,123,3183,77021,4.13,4.39
"1419","Region 6",201349,246,937,1417,1445,474,200,4473,96795,4.62,4.95
"1419","Region 6",201350,251,993,1800,1635,548,199,5175,96431,5.37,5.61
"1419","Region 6",201351,240,1161,2313,2288,742,207,6711,97113,6.91,8.01
"1419","Region 6",201352,243,1650,1995,2530,950,323,7448,80698,9.23,9.87
"1419","Region 6",201401,248,1656,1835,2799,1037,468,7795,93576,8.33,8.67
"1419","Region 6",201402,243,1273,1834,2315,876,353,6651,96522,6.89,6.94
"1419","Region 6",201403,239,1121,1865,1852,617,282,5737,99907,5.74,5.78
"1419","Region 6",201404,240,1019,1571,1396,481,211,4678,91643,5.1,5.3
"1419","Region 6",201405,249,1041,1591,1264,429,231,4556,96175,4.74,5.18
"1419","Region 6",201406,249,934,1275,1100,424,212,3945,96470,4.09,4.57
"1419","Region 6",201407,233,771,1199,896,301,192,3359,94075,3.57,3.77
"1419","Region 6",201408,237,801,1205,901,284,136,3327,97089,3.43,3.78
"1419","Region 6",201409,225,729,1088,770,241,145,2973,90438,3.29,3.6
"1419","Region 6",201410,232,757,974,794,235,134,2894,91329,3.17,3.44
"1419","Region 6",201411,225,629,752,694,252,141,2468,88940,2.77,3.19
"1419","Region 6",201412,224,638,830,693,247,136,2544,91593,2.78,3
"1419","Region 6",201413,220,521,849,644,199,98,2311,85740,2.7,2.86
"1419","Region 6",201414,220,559,842,592,220,98,2311,88942,2.6,2.77
"1419","Region 6",201415,220,610,944,571,182,117,2424,90480,2.68,2.88
"1419","Region 6",201416,217,541,796,556,173,82,2148,88910,2.42,2.53
"1419","Region 6",201417,213,466,731,549,172,108,2026,88832,2.28,2.42
"1419","Region 6",201418,206,497,639,415,134,69,1754,87742,2,2.11
"1419","Region 6",201419,193,435,566,433,146,91,1671,83079,2.01,2.13
"1419","Region 7",201340,90,48,71,39,17,7,182,53575,0.34,0.65
"1419","Region 7",201341,91,66,89,44,16,21,236,53465,0.44,0.85
"1419","Region 7",201342,96,48,93,47,16,13,217,55016,0.39,0.71
"1419","Region 7",201343,93,61,107,66,26,16,276,56232,0.49,0.91
"1419","Region 7",201344,90,82,98,49,18,21,268,53411,0.5,0.8
"1419","Region 7",201345,92,74,113,73,19,11,290,55029,0.53,0.89
"1419","Region 7",201346,92,57,107,55,13,11,243,51839,0.47,0.86
"1419","Region 7",201347,91,64,120,67,18,21,290,49916,0.58,1.04
"1419","Region 7",201348,92,55,63,71,20,11,220,38743,0.57,1.12
"1419","Region 7",201349,95,70,145,88,23,16,342,52044,0.66,1.26
"1419","Region 7",201350,94,71,162,108,38,16,395,49192,0.8,1.53
"1419","Region 7",201351,94,125,259,191,44,21,640,47082,1.36,2.81
"1419","Region 7",201352,93,173,213,238,91,31,746,32419,2.3,4.48
"1419","Region 7",201401,93,167,236,296,75,50,824,39270,2.1,4.06
"1419","Region 7",201402,93,170,240,252,77,39,778,46034,1.69,3.05
"1419","Region 7",201403,93,210,334,235,85,50,914,50290,1.82,3.06
"1419","Region 7",201404,94,173,334,218,87,33,845,49302,1.71,2.95
"1419","Region 7",201405,92,167,361,203,47,30,808,50016,1.62,2.76
"1419","Region 7",201406,91,127,197,132,40,33,529,45872,1.15,2.05
"1419","Region 7",201407,93,121,158,124,47,20,470,48624,0.97,1.6
"1419","Region 7",201408,90,90,154,110,28,32,414,46439,0.89,1.38
"1419","Region 7",201409,88,90,148,95,26,27,386,52990,0.73,1.2
"1419","Region 7",201410,89,93,107,62,18,28,308,49208,0.63,1.1
"1419","Region 7",201411,81,91,126,84,30,22,353,47999,0.74,1.38
"1419","Region 7",201412,86,80,65,65,27,18,255,43453,0.59,0.99
"1419","Region 7",201413,85,51,64,40,18,23,196,48448,0.4,0.84
"1419","Region 7",201414,78,57,72,56,25,18,228,46355,0.49,0.98
"1419","Region 7",201415,76,51,69,38,15,13,186,46951,0.4,0.66
"1419","Region 7",201416,73,44,54,41,14,12,165,45773,0.36,0.64
"1419","Region 7",201417,70,45,63,36,10,13,167,43521,0.38,0.67
"1419","Region 7",201418,63,38,50,28,13,6,135,43633,0.31,0.54
"1419","Region 7",201419,48,40,50,20,2,6,118,39252,0.3,0.67
"1419","Region 8",201340,118,111,178,74,28,17,408,53433,0.76,0.69
"1419","Region 8",201341,120,133,194,101,45,18,491,57720,0.85,0.74
"1419","Region 8",201342,118,111,149,93,23,15,391,54150,0.72,0.64
"1419","Region 8",201343,123,143,245,89,31,30,538,59247,0.91,0.81
"1419","Region 8",201344,113,198,229,151,53,15,646,70956,0.91,0.72
"1419","Region 8",201345,119,203,249,157,66,20,695,75584,0.92,0.75
"1419","Region 8",201346,117,172,233,134,33,23,595,68385,0.87,0.7
"1419","Region 8",201347,118,273,353,218,83,26,953,74781,1.27,0.95
"1419","Region 8",201348,119,288,302,203,57,44,894,65715,1.36,1
"1419","Region 8",201349,118,186,330,250,57,36,859,52158,1.65,1.53
"1419","Region 8",201350,118,197,413,248,78,31,967,55657,1.74,1.6
"1419","Region 8",201351,111,352,660,502,168,47,1729,75785,2.28,2
"1419","Region 8",201352,115,378,547,521,175,79,1700,44142,3.85,3.67
"1419","Region 8",201401,116,331,333,534,193,89,1480,49001,3.02,2.96
"1419","Region 8",201402,119,310,488,487,191,96,1572,58960,2.67,2.57
"1419","Region 8",201403,119,294,437,402,162,85,1380,58301,2.37,2.26
"1419","Region 8",201404,119,294,421,353,116,65,1249,55979,2.23,2.1
"1419","Region 8",201405,118,255,387,279,112,47,1080,55675,1.94,1.79
"1419","Region 8",201406,119,258,390,247,112,26,1033,55273,1.87,1.77
"1419","Region 8",201407,117,225,347,225,81,43,921,55605,1.66,1.5
"1419","Region 8",201408,119,260,342,198,91,37,928,56552,1.64,1.51
"1419","Region 8",201409,118,226,333,167,53,34,813,59231,1.37,1.23
"1419","Region 8",201410,105,206,308,166,55,27,762,52973,1.44,1.38
"1419","Region 8",201411,118,203,295,124,47,39,708,59209,1.2,1.12
"1419","Region 8",201412,118,196,269,133,32,16,646,58739,1.1,0.99
"1419","Region 8",201413,116,160,218,129,46,18,571,56110,1.02,0.91
"1419","Region 8",201414,112,138,254,128,36,19,575,53097,1.08,0.94
"1419","Region 8",201415,105,130,224,115,52,27,548,53263,1.03,0.91
"1419","Region 8",201416,107,99,206,104,34,14,457,48646,0.94,0.83
"1419","Region 8",201417,96,103,221,125,40,19,508,47811,1.06,1.04
"1419","Region 8",201418,104,129,190,106,25,17,467,51622,0.9,0.79
"1419","Region 8",201419,92,92,180,82,15,11,380,29273,1.3,0.65
"1419","Region 9",201340,250,232,398,182,80,76,968,82520,1.17,1.38
"1419","Region 9",201341,251,309,470,193,120,103,1195,84214,1.42,1.62
"1419","Region 9",201342,250,338,421,198,105,84,1146,81167,1.41,1.63
"1419","Region 9",201343,254,318,418,207,119,95,1157,84648,1.37,1.62
"1419","Region 9",201344,262,314,482,243,152,104,1295,84226,1.54,1.82
"1419","Region 9",201345,271,353,622,275,147,123,1520,86545,1.76,2.08
"1419","Region 9",201346,269,401,521,226,135,100,1383,81470,1.7,2.06
"1419","Region 9",201347,263,406,548,259,154,104,1471,84941,1.73,1.99
"1419","Region 9",201348,262,340,384,251,129,115,1219,58807,2.07,2.39
"1419","Region 9",201349,262,435,609,270,159,137,1610,84890,1.9,2.16
"1419","Region 9",201350,263,457,679,327,170,134,1767,80330,2.2,2.55
